class	variable	value
LTR/Gypsy_1	Histoplasma capsulatum ES2_90Z	0
LTR/Gypsy_2	Histoplasma capsulatum ES2_90Z	0
LTR/Gypsy_3	Histoplasma capsulatum ES2_90Z	0
DNAauto/Helitron	Histoplasma capsulatum ES2_90Z	0
DNAnona/Helitron	Histoplasma capsulatum ES2_90Z	0
LTR/Solo	Histoplasma capsulatum ES2_90Z	0
MITE/DTA	Histoplasma capsulatum ES2_90Z	0
Satellite	Histoplasma capsulatum ES2_90Z	0
DNA/DTA	Histoplasma capsulatum SA15	0
DNA/DTC	Histoplasma capsulatum SA15	0.00156041
DNA/DTH	Histoplasma capsulatum SA15	1.85e-4
DNA/DTM	Histoplasma capsulatum SA15	0.002860911
DNA/DTT	Histoplasma capsulatum SA15	8.59e-5
DNA/Helitron	Histoplasma capsulatum SA15	0.002755533
LINE/unknown	Histoplasma capsulatum SA15	0.039069865
LTR/Copia	Histoplasma capsulatum SA15	6.77e-4
LTR/Gypsy	Histoplasma capsulatum SA15	0.167531111
LTR/unknown	Histoplasma capsulatum SA15	0.039053185
Low_complexity	Histoplasma capsulatum SA15	0.003197397
MITE/DTM	Histoplasma capsulatum SA15	9.19e-6
Simple_repeat	Histoplasma capsulatum SA15	0.013820673
TIR/Tc1_Mariner	Histoplasma capsulatum SA15	0
Unknown	Histoplasma capsulatum SA15	0.025320432
MITE/DTC	Histoplasma capsulatum SA15	2.27e-4
MITE/DTH	Histoplasma capsulatum SA15	0
MITE/DTT	Histoplasma capsulatum SA15	0
LTR/TRIM	Histoplasma capsulatum SA15	0
TIR/PiggyBac	Histoplasma capsulatum SA15	0
LTR/Copia_1	Histoplasma capsulatum SA15	0
LTR/Copia_2	Histoplasma capsulatum SA15	0
LTR/Copia_4	Histoplasma capsulatum SA15	0
LTR/Gypsy_1	Histoplasma capsulatum SA15	0
LTR/Gypsy_2	Histoplasma capsulatum SA15	0
LTR/Gypsy_3	Histoplasma capsulatum SA15	0
DNAauto/Helitron	Histoplasma capsulatum SA15	0
DNAnona/Helitron	Histoplasma capsulatum SA15	0
LTR/Solo	Histoplasma capsulatum SA15	0
MITE/DTA	Histoplasma capsulatum SA15	0
Satellite	Histoplasma capsulatum SA15	0
DNA/DTA	Histoplasma capsulatum CB053-2	7.29e-4
DNA/DTC	Histoplasma capsulatum CB053-2	0.001991752
DNA/DTH	Histoplasma capsulatum CB053-2	0
DNA/DTM	Histoplasma capsulatum CB053-2	0.002072007
DNA/DTT	Histoplasma capsulatum CB053-2	0
DNA/Helitron	Histoplasma capsulatum CB053-2	0.001356094
LINE/unknown	Histoplasma capsulatum CB053-2	5.15e-4
LTR/Copia	Histoplasma capsulatum CB053-2	0
LTR/Gypsy	Histoplasma capsulatum CB053-2	0.026614309
LTR/unknown	Histoplasma capsulatum CB053-2	0.013668345
Low_complexity	Histoplasma capsulatum CB053-2	0.003741511
MITE/DTM	Histoplasma capsulatum CB053-2	3.06e-4
Simple_repeat	Histoplasma capsulatum CB053-2	0.014345484
TIR/Tc1_Mariner	Histoplasma capsulatum CB053-2	0
Unknown	Histoplasma capsulatum CB053-2	0.056322251
MITE/DTC	Histoplasma capsulatum CB053-2	1.18e-4
MITE/DTH	Histoplasma capsulatum CB053-2	0
MITE/DTT	Histoplasma capsulatum CB053-2	0
LTR/TRIM	Histoplasma capsulatum CB053-2	0
TIR/PiggyBac	Histoplasma capsulatum CB053-2	0
LTR/Copia_1	Histoplasma capsulatum CB053-2	0
LTR/Copia_2	Histoplasma capsulatum CB053-2	0
LTR/Copia_4	Histoplasma capsulatum CB053-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB053-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB053-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB053-2	0
DNAauto/Helitron	Histoplasma capsulatum CB053-2	0
DNAnona/Helitron	Histoplasma capsulatum CB053-2	0
LTR/Solo	Histoplasma capsulatum CB053-2	0
MITE/DTA	Histoplasma capsulatum CB053-2	0
Satellite	Histoplasma capsulatum CB053-2	0
DNA/DTA	Histoplasma capsulatum CB055-2	0
DNA/DTC	Histoplasma capsulatum CB055-2	7.48e-4
DNA/DTH	Histoplasma capsulatum CB055-2	0
DNA/DTM	Histoplasma capsulatum CB055-2	8.14e-4
DNA/DTT	Histoplasma capsulatum CB055-2	0
DNA/Helitron	Histoplasma capsulatum CB055-2	0.001845832
LINE/unknown	Histoplasma capsulatum CB055-2	0
LTR/Copia	Histoplasma capsulatum CB055-2	5.22e-4
LTR/Gypsy	Histoplasma capsulatum CB055-2	0
LTR/unknown	Histoplasma capsulatum CB055-2	0.015824053
Low_complexity	Histoplasma capsulatum CB055-2	0.003761232
MITE/DTM	Histoplasma capsulatum CB055-2	1.71e-4
Simple_repeat	Histoplasma capsulatum CB055-2	0.014224035
TIR/Tc1_Mariner	Histoplasma capsulatum CB055-2	0
Unknown	Histoplasma capsulatum CB055-2	0.028446687
MITE/DTC	Histoplasma capsulatum CB055-2	1.09e-4
MITE/DTH	Histoplasma capsulatum CB055-2	0
MITE/DTT	Histoplasma capsulatum CB055-2	0
LTR/TRIM	Histoplasma capsulatum CB055-2	0
TIR/PiggyBac	Histoplasma capsulatum CB055-2	0
LTR/Copia_1	Histoplasma capsulatum CB055-2	0
LTR/Copia_2	Histoplasma capsulatum CB055-2	0
LTR/Copia_4	Histoplasma capsulatum CB055-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB055-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB055-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB055-2	0
DNAauto/Helitron	Histoplasma capsulatum CB055-2	0
DNAnona/Helitron	Histoplasma capsulatum CB055-2	0
LTR/Solo	Histoplasma capsulatum CB055-2	0
MITE/DTA	Histoplasma capsulatum CB055-2	0
Satellite	Histoplasma capsulatum CB055-2	0
DNA/DTA	Histoplasma capsulatum CB062-2	1.39e-4
DNA/DTC	Histoplasma capsulatum CB062-2	0.001649752
DNA/DTH	Histoplasma capsulatum CB062-2	9.54e-4
DNA/DTM	Histoplasma capsulatum CB062-2	4e-4
DNA/DTT	Histoplasma capsulatum CB062-2	0
DNA/Helitron	Histoplasma capsulatum CB062-2	0.00487107
LINE/unknown	Histoplasma capsulatum CB062-2	0.004970097
LTR/Copia	Histoplasma capsulatum CB062-2	0
LTR/Gypsy	Histoplasma capsulatum CB062-2	0.003703964
LTR/unknown	Histoplasma capsulatum CB062-2	0.016501761
Low_complexity	Histoplasma capsulatum CB062-2	0.003427376
MITE/DTM	Histoplasma capsulatum CB062-2	1.22e-4
Simple_repeat	Histoplasma capsulatum CB062-2	0.01397896
TIR/Tc1_Mariner	Histoplasma capsulatum CB062-2	2.47e-4
Unknown	Histoplasma capsulatum CB062-2	0.0494192
MITE/DTC	Histoplasma capsulatum CB062-2	1.57e-5
MITE/DTH	Histoplasma capsulatum CB062-2	1.47e-4
MITE/DTT	Histoplasma capsulatum CB062-2	0
LTR/TRIM	Histoplasma capsulatum CB062-2	0
TIR/PiggyBac	Histoplasma capsulatum CB062-2	0
LTR/Copia_1	Histoplasma capsulatum CB062-2	0
LTR/Copia_2	Histoplasma capsulatum CB062-2	0
LTR/Copia_4	Histoplasma capsulatum CB062-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB062-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB062-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB062-2	0
DNAauto/Helitron	Histoplasma capsulatum CB062-2	0
DNAnona/Helitron	Histoplasma capsulatum CB062-2	0
LTR/Solo	Histoplasma capsulatum CB062-2	0
MITE/DTA	Histoplasma capsulatum CB062-2	0
Satellite	Histoplasma capsulatum CB062-2	0
DNA/DTA	Histoplasma capsulatum CB063-2	1.27e-4
DNA/DTC	Histoplasma capsulatum CB063-2	0.001664207
DNA/DTH	Histoplasma capsulatum CB063-2	0.001236779
DNA/DTM	Histoplasma capsulatum CB063-2	2.41e-4
DNA/DTT	Histoplasma capsulatum CB063-2	0
DNA/Helitron	Histoplasma capsulatum CB063-2	0.004525933
LINE/unknown	Histoplasma capsulatum CB063-2	0.004684718
LTR/Copia	Histoplasma capsulatum CB063-2	5.02e-4
LTR/Gypsy	Histoplasma capsulatum CB063-2	0.00364752
LTR/unknown	Histoplasma capsulatum CB063-2	0.013409208
Low_complexity	Histoplasma capsulatum CB063-2	0.003370501
MITE/DTM	Histoplasma capsulatum CB063-2	2.14e-5
Simple_repeat	Histoplasma capsulatum CB063-2	0.013821666
TIR/Tc1_Mariner	Histoplasma capsulatum CB063-2	3.43e-4
Unknown	Histoplasma capsulatum CB063-2	0.047581782
MITE/DTC	Histoplasma capsulatum CB063-2	1.57e-5
MITE/DTH	Histoplasma capsulatum CB063-2	0
MITE/DTT	Histoplasma capsulatum CB063-2	0
LTR/TRIM	Histoplasma capsulatum CB063-2	0
TIR/PiggyBac	Histoplasma capsulatum CB063-2	0
LTR/Copia_1	Histoplasma capsulatum CB063-2	0
LTR/Copia_2	Histoplasma capsulatum CB063-2	0
LTR/Copia_4	Histoplasma capsulatum CB063-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB063-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB063-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB063-2	0
DNAauto/Helitron	Histoplasma capsulatum CB063-2	0
DNAnona/Helitron	Histoplasma capsulatum CB063-2	0
LTR/Solo	Histoplasma capsulatum CB063-2	0
MITE/DTA	Histoplasma capsulatum CB063-2	0
Satellite	Histoplasma capsulatum CB063-2	0
DNA/DTA	Histoplasma capsulatum CB064-2	1.35e-4
DNA/DTC	Histoplasma capsulatum CB064-2	0.001664622
DNA/DTH	Histoplasma capsulatum CB064-2	2.16e-4
DNA/DTM	Histoplasma capsulatum CB064-2	0.001288835
DNA/DTT	Histoplasma capsulatum CB064-2	0
DNA/Helitron	Histoplasma capsulatum CB064-2	0.003991244
LINE/unknown	Histoplasma capsulatum CB064-2	0.00488334
LTR/Copia	Histoplasma capsulatum CB064-2	0
LTR/Gypsy	Histoplasma capsulatum CB064-2	0.004114865
LTR/unknown	Histoplasma capsulatum CB064-2	0.009907866
Low_complexity	Histoplasma capsulatum CB064-2	0.003284405
MITE/DTM	Histoplasma capsulatum CB064-2	3.31e-5
Simple_repeat	Histoplasma capsulatum CB064-2	0.013521158
TIR/Tc1_Mariner	Histoplasma capsulatum CB064-2	1.32e-4
Unknown	Histoplasma capsulatum CB064-2	0.043379341
MITE/DTC	Histoplasma capsulatum CB064-2	1.57e-5
MITE/DTH	Histoplasma capsulatum CB064-2	0
MITE/DTT	Histoplasma capsulatum CB064-2	0
LTR/TRIM	Histoplasma capsulatum CB064-2	0
TIR/PiggyBac	Histoplasma capsulatum CB064-2	0
LTR/Copia_1	Histoplasma capsulatum CB064-2	0
LTR/Copia_2	Histoplasma capsulatum CB064-2	0
LTR/Copia_4	Histoplasma capsulatum CB064-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB064-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB064-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB064-2	0
DNAauto/Helitron	Histoplasma capsulatum CB064-2	0
DNAnona/Helitron	Histoplasma capsulatum CB064-2	0
LTR/Solo	Histoplasma capsulatum CB064-2	0
MITE/DTA	Histoplasma capsulatum CB064-2	0
Satellite	Histoplasma capsulatum CB064-2	0
DNA/DTA	Histoplasma capsulatum CB065-2	1.36e-4
DNA/DTC	Histoplasma capsulatum CB065-2	7.46e-4
DNA/DTH	Histoplasma capsulatum CB065-2	0.002793214
DNA/DTM	Histoplasma capsulatum CB065-2	3.99e-4
DNA/DTT	Histoplasma capsulatum CB065-2	0
DNA/Helitron	Histoplasma capsulatum CB065-2	5.87e-4
LINE/unknown	Histoplasma capsulatum CB065-2	0.002852401
LTR/Copia	Histoplasma capsulatum CB065-2	0.001430785
LTR/Gypsy	Histoplasma capsulatum CB065-2	0.004381648
LTR/unknown	Histoplasma capsulatum CB065-2	0.011073333
Low_complexity	Histoplasma capsulatum CB065-2	0.003327197
MITE/DTM	Histoplasma capsulatum CB065-2	1.73e-4
Simple_repeat	Histoplasma capsulatum CB065-2	0.013575744
TIR/Tc1_Mariner	Histoplasma capsulatum CB065-2	0.001537595
Unknown	Histoplasma capsulatum CB065-2	0.050436013
MITE/DTC	Histoplasma capsulatum CB065-2	1.54e-5
MITE/DTH	Histoplasma capsulatum CB065-2	4.2e-4
MITE/DTT	Histoplasma capsulatum CB065-2	0
LTR/TRIM	Histoplasma capsulatum CB065-2	0
TIR/PiggyBac	Histoplasma capsulatum CB065-2	0.003237698
LTR/Copia_1	Histoplasma capsulatum CB065-2	0
LTR/Copia_2	Histoplasma capsulatum CB065-2	0
LTR/Copia_4	Histoplasma capsulatum CB065-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB065-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB065-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB065-2	0
DNAauto/Helitron	Histoplasma capsulatum CB065-2	0
DNAnona/Helitron	Histoplasma capsulatum CB065-2	0
LTR/Solo	Histoplasma capsulatum CB065-2	0
MITE/DTA	Histoplasma capsulatum CB065-2	0
Satellite	Histoplasma capsulatum CB065-2	0
DNA/DTA	Histoplasma capsulatum CB066-2	1.39e-4
DNA/DTC	Histoplasma capsulatum CB066-2	0.001697658
DNA/DTH	Histoplasma capsulatum CB066-2	0.001155337
DNA/DTM	Histoplasma capsulatum CB066-2	2.41e-4
DNA/DTT	Histoplasma capsulatum CB066-2	0
DNA/Helitron	Histoplasma capsulatum CB066-2	0.004677475
LINE/unknown	Histoplasma capsulatum CB066-2	0.004391313
LTR/Copia	Histoplasma capsulatum CB066-2	5.03e-4
LTR/Gypsy	Histoplasma capsulatum CB066-2	0.003805332
LTR/unknown	Histoplasma capsulatum CB066-2	0.014656267
Low_complexity	Histoplasma capsulatum CB066-2	0.003361716
MITE/DTM	Histoplasma capsulatum CB066-2	1.16e-4
Simple_repeat	Histoplasma capsulatum CB066-2	0.013950414
TIR/Tc1_Mariner	Histoplasma capsulatum CB066-2	1.51e-4
Unknown	Histoplasma capsulatum CB066-2	0.049332325
MITE/DTC	Histoplasma capsulatum CB066-2	1.58e-5
MITE/DTH	Histoplasma capsulatum CB066-2	1.43e-4
MITE/DTT	Histoplasma capsulatum CB066-2	0
LTR/TRIM	Histoplasma capsulatum CB066-2	0
TIR/PiggyBac	Histoplasma capsulatum CB066-2	0
LTR/Copia_1	Histoplasma capsulatum CB066-2	0
LTR/Copia_2	Histoplasma capsulatum CB066-2	0
LTR/Copia_4	Histoplasma capsulatum CB066-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB066-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB066-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB066-2	0
DNAauto/Helitron	Histoplasma capsulatum CB066-2	0
DNAnona/Helitron	Histoplasma capsulatum CB066-2	0
LTR/Solo	Histoplasma capsulatum CB066-2	0
MITE/DTA	Histoplasma capsulatum CB066-2	0
Satellite	Histoplasma capsulatum CB066-2	0
DNA/DTA	Histoplasma capsulatum CB168-2	1.29e-4
DNA/DTC	Histoplasma capsulatum CB168-2	0.001457883
DNA/DTH	Histoplasma capsulatum CB168-2	0.001447314
DNA/DTM	Histoplasma capsulatum CB168-2	2.4e-4
DNA/DTT	Histoplasma capsulatum CB168-2	3.13e-4
DNA/Helitron	Histoplasma capsulatum CB168-2	0.004707129
LINE/unknown	Histoplasma capsulatum CB168-2	0.004694607
LTR/Copia	Histoplasma capsulatum CB168-2	0
LTR/Gypsy	Histoplasma capsulatum CB168-2	0.004039261
LTR/unknown	Histoplasma capsulatum CB168-2	0.007462101
Low_complexity	Histoplasma capsulatum CB168-2	0.003267488
MITE/DTM	Histoplasma capsulatum CB168-2	1.57e-4
Simple_repeat	Histoplasma capsulatum CB168-2	0.013957943
TIR/Tc1_Mariner	Histoplasma capsulatum CB168-2	3.06e-4
Unknown	Histoplasma capsulatum CB168-2	0.041820464
MITE/DTC	Histoplasma capsulatum CB168-2	1.57e-5
MITE/DTH	Histoplasma capsulatum CB168-2	0
MITE/DTT	Histoplasma capsulatum CB168-2	0
LTR/TRIM	Histoplasma capsulatum CB168-2	0
TIR/PiggyBac	Histoplasma capsulatum CB168-2	1.63e-4
LTR/Copia_1	Histoplasma capsulatum CB168-2	0
LTR/Copia_2	Histoplasma capsulatum CB168-2	0
LTR/Copia_4	Histoplasma capsulatum CB168-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB168-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB168-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB168-2	0
DNAauto/Helitron	Histoplasma capsulatum CB168-2	0
DNAnona/Helitron	Histoplasma capsulatum CB168-2	0
LTR/Solo	Histoplasma capsulatum CB168-2	0
MITE/DTA	Histoplasma capsulatum CB168-2	0
Satellite	Histoplasma capsulatum CB168-2	0
DNA/DTA	Histoplasma capsulatum CB174-2	1.49e-4
DNA/DTC	Histoplasma capsulatum CB174-2	0.001668526
DNA/DTH	Histoplasma capsulatum CB174-2	0.002946463
DNA/DTM	Histoplasma capsulatum CB174-2	6.29e-4
DNA/DTT	Histoplasma capsulatum CB174-2	0
DNA/Helitron	Histoplasma capsulatum CB174-2	0.004464563
LINE/unknown	Histoplasma capsulatum CB174-2	0.004488094
LTR/Copia	Histoplasma capsulatum CB174-2	0
LTR/Gypsy	Histoplasma capsulatum CB174-2	0.003656729
LTR/unknown	Histoplasma capsulatum CB174-2	0.015041492
Low_complexity	Histoplasma capsulatum CB174-2	0.003360513
MITE/DTM	Histoplasma capsulatum CB174-2	2.93e-5
Simple_repeat	Histoplasma capsulatum CB174-2	0.01385459
TIR/Tc1_Mariner	Histoplasma capsulatum CB174-2	2.44e-4
Unknown	Histoplasma capsulatum CB174-2	0.047421925
MITE/DTC	Histoplasma capsulatum CB174-2	1.58e-5
MITE/DTH	Histoplasma capsulatum CB174-2	0
MITE/DTT	Histoplasma capsulatum CB174-2	0
LTR/TRIM	Histoplasma capsulatum CB174-2	0
TIR/PiggyBac	Histoplasma capsulatum CB174-2	0
LTR/Copia_1	Histoplasma capsulatum CB174-2	0
LTR/Copia_2	Histoplasma capsulatum CB174-2	0
LTR/Copia_4	Histoplasma capsulatum CB174-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB174-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB174-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB174-2	0
DNAauto/Helitron	Histoplasma capsulatum CB174-2	0
DNAnona/Helitron	Histoplasma capsulatum CB174-2	0
LTR/Solo	Histoplasma capsulatum CB174-2	0
MITE/DTA	Histoplasma capsulatum CB174-2	0
Satellite	Histoplasma capsulatum CB174-2	0
DNA/DTA	Histoplasma capsulatum CB180-2	1.42e-4
DNA/DTC	Histoplasma capsulatum CB180-2	0.001458782
DNA/DTH	Histoplasma capsulatum CB180-2	9.88e-4
DNA/DTM	Histoplasma capsulatum CB180-2	2.42e-4
DNA/DTT	Histoplasma capsulatum CB180-2	0
DNA/Helitron	Histoplasma capsulatum CB180-2	0.005255362
LINE/unknown	Histoplasma capsulatum CB180-2	0.006377037
LTR/Copia	Histoplasma capsulatum CB180-2	0
LTR/Gypsy	Histoplasma capsulatum CB180-2	0.003704054
LTR/unknown	Histoplasma capsulatum CB180-2	0.012235689
Low_complexity	Histoplasma capsulatum CB180-2	0.003358942
MITE/DTM	Histoplasma capsulatum CB180-2	4.67e-5
Simple_repeat	Histoplasma capsulatum CB180-2	0.014030564
TIR/Tc1_Mariner	Histoplasma capsulatum CB180-2	7.18e-4
Unknown	Histoplasma capsulatum CB180-2	0.045493663
MITE/DTC	Histoplasma capsulatum CB180-2	1.58e-5
MITE/DTH	Histoplasma capsulatum CB180-2	0
MITE/DTT	Histoplasma capsulatum CB180-2	0
LTR/TRIM	Histoplasma capsulatum CB180-2	0
TIR/PiggyBac	Histoplasma capsulatum CB180-2	0
LTR/Copia_1	Histoplasma capsulatum CB180-2	0
LTR/Copia_2	Histoplasma capsulatum CB180-2	0
LTR/Copia_4	Histoplasma capsulatum CB180-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB180-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB180-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB180-2	0
DNAauto/Helitron	Histoplasma capsulatum CB180-2	0
DNAnona/Helitron	Histoplasma capsulatum CB180-2	0
LTR/Solo	Histoplasma capsulatum CB180-2	0
MITE/DTA	Histoplasma capsulatum CB180-2	0
Satellite	Histoplasma capsulatum CB180-2	0
DNA/DTA	Histoplasma capsulatum CB186-2	1.25e-4
DNA/DTC	Histoplasma capsulatum CB186-2	0.001387766
DNA/DTH	Histoplasma capsulatum CB186-2	7.24e-4
DNA/DTM	Histoplasma capsulatum CB186-2	2.48e-4
DNA/DTT	Histoplasma capsulatum CB186-2	7.13e-5
DNA/Helitron	Histoplasma capsulatum CB186-2	3.68e-4
LINE/unknown	Histoplasma capsulatum CB186-2	0.005412297
LTR/Copia	Histoplasma capsulatum CB186-2	3.97e-4
LTR/Gypsy	Histoplasma capsulatum CB186-2	0.003963901
LTR/unknown	Histoplasma capsulatum CB186-2	0.009465071
Low_complexity	Histoplasma capsulatum CB186-2	0.003283218
MITE/DTM	Histoplasma capsulatum CB186-2	1.22e-4
Simple_repeat	Histoplasma capsulatum CB186-2	0.013166359
TIR/Tc1_Mariner	Histoplasma capsulatum CB186-2	3.02e-4
Unknown	Histoplasma capsulatum CB186-2	0.045416119
MITE/DTC	Histoplasma capsulatum CB186-2	1.6e-5
MITE/DTH	Histoplasma capsulatum CB186-2	0
MITE/DTT	Histoplasma capsulatum CB186-2	0
LTR/TRIM	Histoplasma capsulatum CB186-2	0
TIR/PiggyBac	Histoplasma capsulatum CB186-2	0
LTR/Copia_1	Histoplasma capsulatum CB186-2	0
LTR/Copia_2	Histoplasma capsulatum CB186-2	0
LTR/Copia_4	Histoplasma capsulatum CB186-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB186-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB186-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB186-2	0
DNAauto/Helitron	Histoplasma capsulatum CB186-2	0
DNAnona/Helitron	Histoplasma capsulatum CB186-2	0
LTR/Solo	Histoplasma capsulatum CB186-2	0
MITE/DTA	Histoplasma capsulatum CB186-2	0
Satellite	Histoplasma capsulatum CB186-2	0
DNA/DTA	Histoplasma capsulatum CB192-2	1.5e-4
DNA/DTC	Histoplasma capsulatum CB192-2	0.002070069
DNA/DTH	Histoplasma capsulatum CB192-2	0.003393643
DNA/DTM	Histoplasma capsulatum CB192-2	2.16e-4
DNA/DTT	Histoplasma capsulatum CB192-2	0
DNA/Helitron	Histoplasma capsulatum CB192-2	0.003984897
LINE/unknown	Histoplasma capsulatum CB192-2	0.003373734
LTR/Copia	Histoplasma capsulatum CB192-2	0
LTR/Gypsy	Histoplasma capsulatum CB192-2	0.004398848
LTR/unknown	Histoplasma capsulatum CB192-2	0.012615332
Low_complexity	Histoplasma capsulatum CB192-2	0.00337429
MITE/DTM	Histoplasma capsulatum CB192-2	1.45e-4
Simple_repeat	Histoplasma capsulatum CB192-2	0.014326208
TIR/Tc1_Mariner	Histoplasma capsulatum CB192-2	3.78e-4
Unknown	Histoplasma capsulatum CB192-2	0.044090113
MITE/DTC	Histoplasma capsulatum CB192-2	1.57e-5
MITE/DTH	Histoplasma capsulatum CB192-2	0
MITE/DTT	Histoplasma capsulatum CB192-2	0
LTR/TRIM	Histoplasma capsulatum CB192-2	0
TIR/PiggyBac	Histoplasma capsulatum CB192-2	0
LTR/Copia_1	Histoplasma capsulatum CB192-2	0
LTR/Copia_2	Histoplasma capsulatum CB192-2	0
LTR/Copia_4	Histoplasma capsulatum CB192-2	0
LTR/Gypsy_1	Histoplasma capsulatum CB192-2	0
LTR/Gypsy_2	Histoplasma capsulatum CB192-2	0
LTR/Gypsy_3	Histoplasma capsulatum CB192-2	0
DNAauto/Helitron	Histoplasma capsulatum CB192-2	0
DNAnona/Helitron	Histoplasma capsulatum CB192-2	0
LTR/Solo	Histoplasma capsulatum CB192-2	0
MITE/DTA	Histoplasma capsulatum CB192-2	0
Satellite	Histoplasma capsulatum CB192-2	0
DNA/DTA	Histoplasma capsulatum WGS_S11	0
DNA/DTC	Histoplasma capsulatum WGS_S11	6.36e-4
DNA/DTH	Histoplasma capsulatum WGS_S11	0
DNA/DTM	Histoplasma capsulatum WGS_S11	0.00161997
DNA/DTT	Histoplasma capsulatum WGS_S11	2.57e-5
DNA/Helitron	Histoplasma capsulatum WGS_S11	0.002211848
LINE/unknown	Histoplasma capsulatum WGS_S11	0
LTR/Copia	Histoplasma capsulatum WGS_S11	2.01e-4
LTR/Gypsy	Histoplasma capsulatum WGS_S11	3.82e-4
LTR/unknown	Histoplasma capsulatum WGS_S11	0.00231115
Low_complexity	Histoplasma capsulatum WGS_S11	0.003260365
MITE/DTM	Histoplasma capsulatum WGS_S11	1.48e-5
Simple_repeat	Histoplasma capsulatum WGS_S11	0.012584505
TIR/Tc1_Mariner	Histoplasma capsulatum WGS_S11	2.62e-4
Unknown	Histoplasma capsulatum WGS_S11	0.032063284
MITE/DTC	Histoplasma capsulatum WGS_S11	0
MITE/DTH	Histoplasma capsulatum WGS_S11	0
MITE/DTT	Histoplasma capsulatum WGS_S11	0
LTR/TRIM	Histoplasma capsulatum WGS_S11	2.79e-6
TIR/PiggyBac	Histoplasma capsulatum WGS_S11	0
LTR/Copia_1	Histoplasma capsulatum WGS_S11	0
LTR/Copia_2	Histoplasma capsulatum WGS_S11	0
LTR/Copia_4	Histoplasma capsulatum WGS_S11	0
LTR/Gypsy_1	Histoplasma capsulatum WGS_S11	0
LTR/Gypsy_2	Histoplasma capsulatum WGS_S11	0
LTR/Gypsy_3	Histoplasma capsulatum WGS_S11	0
DNAauto/Helitron	Histoplasma capsulatum WGS_S11	0
DNAnona/Helitron	Histoplasma capsulatum WGS_S11	0
LTR/Solo	Histoplasma capsulatum WGS_S11	0
MITE/DTA	Histoplasma capsulatum WGS_S11	0
Satellite	Histoplasma capsulatum WGS_S11	0
DNA/DTA	Histoplasma capsulatum WGS_S14	0
DNA/DTC	Histoplasma capsulatum WGS_S14	2.87e-4
DNA/DTH	Histoplasma capsulatum WGS_S14	0
DNA/DTM	Histoplasma capsulatum WGS_S14	0.001499483
DNA/DTT	Histoplasma capsulatum WGS_S14	2.61e-5
DNA/Helitron	Histoplasma capsulatum WGS_S14	0.002373931
LINE/unknown	Histoplasma capsulatum WGS_S14	0.001374723
LTR/Copia	Histoplasma capsulatum WGS_S14	1.82e-4
LTR/Gypsy	Histoplasma capsulatum WGS_S14	4.66e-4
LTR/unknown	Histoplasma capsulatum WGS_S14	0.00338426
Low_complexity	Histoplasma capsulatum WGS_S14	0.003307441
MITE/DTM	Histoplasma capsulatum WGS_S14	4.74e-4
Simple_repeat	Histoplasma capsulatum WGS_S14	0.012764581
TIR/Tc1_Mariner	Histoplasma capsulatum WGS_S14	0
Unknown	Histoplasma capsulatum WGS_S14	0.03129932
MITE/DTC	Histoplasma capsulatum WGS_S14	0
MITE/DTH	Histoplasma capsulatum WGS_S14	0
MITE/DTT	Histoplasma capsulatum WGS_S14	0
LTR/TRIM	Histoplasma capsulatum WGS_S14	2.82e-6
TIR/PiggyBac	Histoplasma capsulatum WGS_S14	0
LTR/Copia_1	Histoplasma capsulatum WGS_S14	0
LTR/Copia_2	Histoplasma capsulatum WGS_S14	0
LTR/Copia_4	Histoplasma capsulatum WGS_S14	0
LTR/Gypsy_1	Histoplasma capsulatum WGS_S14	0
